reviewId,customer_id,product_id,starRating,helpfulVotes,totalVotes,id,customerId,user_id,productId,product_id,sentiment
RZVLATXYPFM29,46726859,B014JQAJ56,2,0,0,39,46726859,39,B014JQAJ56,38,NEGATIVE
R3PPCD5K9IP3ZW,47482829,B014J9RULY,5,0,0,40,47482829,29,B014J9RULY,39,POSITIVE
R2YUKEUAXHYFLP,935737,B014IZE8BO,2,0,0,41,935737,40,B014IZE8BO,40,NEGATIVE
R3MZHC1QPJJFBD,5836158,B014IHNRVO,5,0,0,42,5836158,41,B014IHNRVO,41,POSITIVE
ROF5PF9IKYOHJ,13414752,B014I5VF6U,5,1,1,43,13414752,42,B014I5VF6U,42,POSITIVE
R1POXQDVEQ2KF2,3348867,B014HFZBNE,1,1,1,44,3348867,43,B014HFZBNE,43,NEGATIVE
RAMFU8B8PE62H,17276940,B014G24NS2,1,0,0,45,17276940,44,B014G24NS2,44,NEGATIVE
R3CUDUUZ4YA0HU,106843,B014FD18OY,5,0,0,46,106843,45,B014FD18OY,45,POSITIVE
R28U48QZH10S4T,12370186,B014FB5RLG,5,0,0,47,12370186,46,B014FB5RLG,46,POSITIVE
R1H977N2YSYWU5,10012042,B014EQRMVK,5,2,3,48,10012042,47,B014EQRMVK,47,POSITIVE
R33HFP9HM76ARW,6291789,B014EPQ1WW,5,1,2,49,6291789,48,B014EPQ1WW,48,POSITIVE
RIIIRR460TAO4,5836158,B014EP20NG,5,1,1,50,5836158,41,B014EP20NG,49,POSITIVE
RH2ZBOTD7SZ56,5836158,B014EOWF0U,5,3,3,51,5836158,41,B014EOWF0U,50,POSITIVE
R2DA2FNFF8WW89,45912412,B014EF092U,1,0,0,52,45912412,49,B014EF092U,51,NEGATIVE
RKM19EKA7C0UF,26780399,B014EDMV32,5,3,3,53,26780399,50,B014EDMV32,52,POSITIVE
RQSHE1DG4CGSV,643748,B014E1C364,5,0,0,54,643748,51,B014E1C364,53,POSITIVE
R1YVUBH1ZKI0G1,13248167,B014DXNFOM,2,0,0,55,13248167,52,B014DXNFOM,54,NEGATIVE
R118S1ZIB2M80R,2476688,B014DJM1HI,5,0,0,56,2476688,53,B014DJM1HI,55,POSITIVE
R2KYHGV3VNJ2KX,47068470,B014CZFIFK,5,0,0,57,47068470,54,B014CZFIFK,56,POSITIVE
RDC0XHAGALX6Q,21627160,B014CZFI6E,5,1,1,58,21627160,55,B014CZFI6E,57,POSITIVE
R802AZEYN06V,21627160,B014CXGKEK,5,0,0,59,21627160,55,B014CXGKEK,58,POSITIVE
R29NCKCU420Z13,22759539,B014CRV0R8,1,0,0,60,22759539,56,B014CRV0R8,59,NEGATIVE
RZ5GGNDPWNSZZ,116651,B014CRMLQC,5,0,1,61,116651,57,B014CRMLQC,60,POSITIVE
R393QI0QJEUJPJ,8335717,B014CO873Q,5,0,0,62,8335717,58,B014CO873Q,61,POSITIVE
RVQKRNASKTY8W,39267483,B014CHU15K,5,0,0,63,39267483,59,B014CHU15K,62,POSITIVE
RH37OZTWNZXRJ,13319026,B014BYNZQQ,5,0,0,64,13319026,60,B014BYNZQQ,63,POSITIVE
RGJ7B8QLRQR1T,18154656,B014BP7JB2,1,0,0,65,18154656,61,B014BP7JB2,64,NEGATIVE
R24EP4NYPLQW72,48941725,B014BJK7F8,2,0,0,66,48941725,62,B014BJK7F8,65,NEGATIVE
R1JQ6TG1FDF79Z,7630459,B014BEL68A,5,7,7,67,7630459,63,B014BEL68A,66,POSITIVE
R2G2Y4FMY24134,11856874,B014ATN0BW,4,1,1,68,11856874,64,B014ATN0BW,67,POSITIVE
R2WU45JG1MB7RP,859504,B014AFVAMM,2,0,0,69,859504,65,B014AFVAMM,68,NEGATIVE
REBZHFU331K2L,243037,B014ABZSLA,5,4,4,70,243037,66,B014ABZSLA,69,POSITIVE
R2MEW40TDYP17J,20883673,B0149XV0QG,5,1,1,71,20883673,67,B0149XV0QG,70,POSITIVE
R2GFT0TBSAJ3EC,19842932,B0149DYWIY,2,0,0,72,19842932,68,B0149DYWIY,71,NEGATIVE
R1UNY3PG1JPU4Q,11003977,B0149DYA4K,4,0,0,73,11003977,69,B0149DYA4K,72,POSITIVE
R2SFUA5H8ILNJ9,38786113,B0149DK9BS,3,2,3,74,38786113,70,B0149DK9BS,73,NEUTRAL
R30GXTUD8Q1H6B,37626939,B0149DK9BS,3,3,4,75,37626939,71,B0149DK9BS,73,NEUTRAL
R2RYK9WLZACVQE,48705887,B0149AP40W,5,0,0,76,48705887,72,B0149AP40W,74,POSITIVE
RBZXL8M2WKITH,43683788,B01498O8Y2,4,0,1,77,43683788,73,B01498O8Y2,75,POSITIVE
R2ZEHGWKPXSHO2,42720514,B01498134U,4,0,0,78,42720514,74,B01498134U,76,POSITIVE
R35UQIQJZPGR1V,31289200,B01498134U,5,0,0,79,31289200,75,B01498134U,76,POSITIVE
R2BQRAYNX8ENPI,11003977,B01497PWIY,5,0,0,80,11003977,69,B01497PWIY,77,POSITIVE
R2RF46J61XOK1R,120351,B01497PWB6,5,0,0,81,120351,76,B01497PWB6,78,POSITIVE
R3HNU0ML7VQJTM,14527374,B01497PWB6,4,0,0,82,14527374,77,B01497PWB6,78,POSITIVE
R3K616TTEAH0GJ,19842932,B01497PWB6,4,0,0,83,19842932,68,B01497PWB6,78,POSITIVE
R3ALW2KT0YHGPR,1849449,B01497O186,5,3,4,84,1849449,78,B01497O186,79,POSITIVE
R34I382WMDT3QB,22745771,B0148V2KHW,1,2,4,85,22745771,79,B0148V2KHW,80,NEGATIVE
RJDC84XRH2HTQ,41270060,B0148P4AZ8,5,0,0,86,41270060,80,B0148P4AZ8,81,POSITIVE
R2PVWK6PKOVFRN,8044510,B0148JTDOM,1,0,0,87,8044510,81,B0148JTDOM,82,NEGATIVE
R33JQBWZCOZLOE,20883673,B0148G0QGO,5,0,0,88,20883673,67,B0148G0QGO,83,POSITIVE
RCZVKUKFL8ROS,511888,B0148EXKCS,5,0,2,89,511888,82,B0148EXKCS,84,POSITIVE
R1FWXDASCM05C1,2396310,B0148DKOSW,5,1,1,90,2396310,83,B0148DKOSW,85,POSITIVE
RKZEHCXNERMFM,20883673,B0148A8HY8,5,3,3,91,20883673,67,B0148A8HY8,86,POSITIVE
R3DYZ49FN4AS3L,109985,B01489BVCY,5,0,0,92,109985,84,B01489BVCY,87,POSITIVE
R2ROEY0SAD59H3,23050945,B014882XIG,4,0,0,93,23050945,85,B014882XIG,88,POSITIVE
RLJFM2KZEUJG,14059638,B01481JCRI,5,0,0,94,14059638,86,B01481JCRI,89,POSITIVE
R23WYMUAH5HPNU,123119,B01480VCNG,4,7,7,95,123119,87,B01480VCNG,90,POSITIVE
RNU3KHXAUCM6X,14059638,B0147ZXCVM,5,0,0,96,14059638,86,B0147ZXCVM,91,POSITIVE
R2OQGVT8E9RLVI,14059638,B0147ZX95Q,5,0,0,97,14059638,86,B0147ZX95Q,92,POSITIVE
R2OU9QZT19ZH1R,14059638,B0147YNH18,5,0,0,98,14059638,86,B0147YNH18,93,POSITIVE
R2WU1E0FEAG8N5,1662872,B0147XHR24,5,1,1,99,1662872,88,B0147XHR24,94,POSITIVE
R3Q7MW4LCIIRZP,6291789,B0147XHR24,5,0,0,100,6291789,48,B0147XHR24,94,POSITIVE
R2D46YTB2AFKDX,1662872,B0147WQCRG,5,0,0,101,1662872,88,B0147WQCRG,95,POSITIVE
R28TEK5081Q3SQ,10090640,B0147UWNUI,5,12,12,102,10090640,89,B0147UWNUI,96,POSITIVE
RPGNXXVMWVGIR,41577207,B0147R201I,5,0,0,103,41577207,38,B0147R201I,97,POSITIVE
R3BUA2PJU0M88U,18670768,B0147R201I,5,1,1,104,18670768,90,B0147R201I,97,POSITIVE
R1D65Q2LV3U59S,15434739,B0147PXYG0,1,0,0,105,15434739,91,B0147PXYG0,98,NEGATIVE
R26LUQJHP57XMB,9225798,B0147OXPQU,5,0,0,106,9225798,92,B0147OXPQU,99,POSITIVE
RDXOIXIOCPXZS,14442369,B0147DMH8S,5,0,0,107,14442369,93,B0147DMH8S,100,POSITIVE
RVY3APXAEYG5J,14442369,B0147D4G6Y,5,1,1,108,14442369,93,B0147D4G6Y,101,POSITIVE
R1K4PJ0LN8MVMK,8322722,B0147AQTUI,5,1,1,109,8322722,94,B0147AQTUI,102,POSITIVE
R1PB9JM5X9STK5,8533782,B0146UZMP2,5,0,0,110,8533782,95,B0146UZMP2,103,POSITIVE
RJQYOL4N1K7RB,10012042,B0146OCINM,5,5,5,111,10012042,47,B0146OCINM,104,POSITIVE
R28Z2UL3WQ0DJW,1662872,B0146KNO7U,5,1,2,112,1662872,88,B0146KNO7U,105,POSITIVE
RCSKT971ZIV0Z,2802653,B0146KNHGS,5,3,4,113,2802653,96,B0146KNHGS,106,POSITIVE
R1VPIDGMTS8SNO,44992591,B0146GRFA6,5,1,1,114,44992591,97,B0146GRFA6,107,POSITIVE
R8758GQOF8878,1766948,B0146DIWWO,5,0,1,115,1766948,98,B0146DIWWO,108,POSITIVE
RWH2BN7ZLFP5M,6291789,B0146C102O,5,0,0,116,6291789,48,B0146C102O,109,POSITIVE
R322NKP28W208B,5836158,B01467AOIK,5,4,5,117,5836158,41,B01467AOIK,110,POSITIVE
RP9HH5R4LSLQN,1104295,B01460ZQIU,5,1,2,118,1104295,99,B01460ZQIU,111,POSITIVE
RL2LRRFGQDP3P,121041,B0145YJBMY,5,0,0,119,121041,100,B0145YJBMY,112,POSITIVE
R2B711WYXNOQ6M,143830,B0145UPYWY,3,0,0,120,143830,101,B0145UPYWY,113,NEUTRAL
R3V33JEM73J032,11003977,B0145UPYWY,4,0,0,121,11003977,69,B0145UPYWY,113,POSITIVE
R5C6CLP5P31G2,33244958,B0145UJPGA,5,1,1,122,33244958,102,B0145UJPGA,114,POSITIVE
R35IM9R63H3OVQ,48717120,B0145UI8QI,5,7,12,123,48717120,103,B0145UI8QI,115,POSITIVE
R37G5DRJML4IP6,49152945,B0145UI8QI,5,0,0,124,49152945,104,B0145UI8QI,115,POSITIVE
R1UCZ0VZ3FQCGG,23538442,B0145U0HYE,5,0,0,125,23538442,105,B0145U0HYE,116,POSITIVE
R2UKKXGC15773O,14612404,B0145U0HYE,3,0,0,126,14612404,106,B0145U0HYE,116,NEUTRAL
R1W6RQ5Y6YF75H,5765371,B0145U0ER4,3,0,0,127,5765371,107,B0145U0ER4,117,NEUTRAL
R1P42GLX5JVHRP,5189641,B0145U03U2,4,0,0,128,5189641,108,B0145U03U2,118,POSITIVE
R2PJX3U7YX1XS6,11058333,B0145T85SA,5,0,0,129,11058333,109,B0145T85SA,119,POSITIVE
R2S4KKLRJBQ0XO,11344278,B0145T80SA,5,0,0,130,11344278,110,B0145T80SA,120,POSITIVE
R25IDHL7HFXXK6,744717,B0145T80SA,5,0,0,131,744717,111,B0145T80SA,120,POSITIVE
R1236P42D759HS,19341422,B0145T7YGY,5,0,0,132,19341422,112,B0145T7YGY,121,POSITIVE
RZSMD1X7ITBQE,30549928,B0145T7K6I,5,0,0,133,30549928,113,B0145T7K6I,122,POSITIVE
R1AVHHTTB5B03C,35007013,B0145Q9KZ0,4,0,0,134,35007013,114,B0145Q9KZ0,123,POSITIVE
RBLJ34JHSBQ74,16849905,B0145P8DL8,5,0,0,135,16849905,115,B0145P8DL8,124,POSITIVE
R2J7HOHJT0RRDG,16849905,B0145P6108,5,1,1,136,16849905,115,B0145P6108,125,POSITIVE
R24PZ7L6UNRYLS,43100575,B0145JUDJY,5,13,13,137,43100575,116,B0145JUDJY,126,POSITIVE
R336FF9HN9MO7U,11058333,B0145JTYDA,5,0,0,138,11058333,109,B0145JTYDA,127,POSITIVE
R3D3CIXWYNR4N2,21380076,B0145JTUAW,5,1,3,139,21380076,117,B0145JTUAW,128,POSITIVE
R3CHA8LYOEEL17,5642705,B0145JTLTW,5,0,1,140,5642705,118,B0145JTLTW,129,POSITIVE
R254CZVD011RYC,43430315,B0145JSN2S,5,0,1,141,43430315,119,B0145JSN2S,130,POSITIVE
R2LEJGWX1FPI5E,32794219,B0145HGFDO,5,0,0,142,32794219,120,B0145HGFDO,131,POSITIVE
R37WK55R7T0334,12006337,B0145EOAK2,5,0,0,143,12006337,121,B0145EOAK2,132,POSITIVE
R1LR5SUKX3ODF7,37143192,B0145EOAK2,5,0,0,144,37143192,122,B0145EOAK2,132,POSITIVE
R24JNO004J1C3E,37143192,B0145EER5U,5,0,0,145,37143192,122,B0145EER5U,133,POSITIVE
R2UEIAD31MZTXQ,12006337,B0145EER5U,5,0,0,146,12006337,121,B0145EER5U,133,POSITIVE
R14Z3NI6WPUCUW,37143192,B0145E526I,5,0,0,147,37143192,122,B0145E526I,134,POSITIVE
RVC5NDDNN93M8,12006337,B0145E526I,5,0,0,148,12006337,121,B0145E526I,134,POSITIVE
R1SKPSCW8VGNFQ,2342545,B0145DFODU,5,0,0,149,2342545,123,B0145DFODU,135,POSITIVE
R35QO63N26LMP0,12006337,B0145DFODU,5,0,0,150,12006337,121,B0145DFODU,135,POSITIVE
R1RSNGWUCLLU2W,37143192,B0145DFODU,5,0,0,151,37143192,122,B0145DFODU,135,POSITIVE
R2FZXW50VS62O4,2396310,B0144V2GGQ,5,0,0,152,2396310,83,B0144V2GGQ,136,POSITIVE
R9NIK6S6L5JFR,23496337,B0144LDUIO,5,0,1,153,23496337,124,B0144LDUIO,137,POSITIVE
R25C4PR5U7W9M3,113894,B0144JFT30,1,0,0,154,113894,125,B0144JFT30,138,NEGATIVE
RHDEDSO28V1UG,20233350,B0144EKPRU,5,8,10,155,20233350,126,B0144EKPRU,139,POSITIVE
R1XBKZ8VGMFAPR,1859249,B0144EF8Y0,5,0,0,156,1859249,127,B0144EF8Y0,140,POSITIVE
REZCHPV2OPEPY,2802653,B0144EF5YI,5,0,0,157,2802653,96,B0144EF5YI,141,POSITIVE
RV42WMIPQ069L,12423748,B0144EDHMA,5,4,7,158,12423748,128,B0144EDHMA,142,POSITIVE
R1A6Q86GB636L9,6078243,B0144D0MNI,5,0,0,159,6078243,129,B0144D0MNI,143,POSITIVE
R30WDEU83V5AQO,2396310,B0144B8PSY,5,0,0,160,2396310,83,B0144B8PSY,144,POSITIVE
R1AXA7MOZ9BB8D,1859249,B0144B8PSY,5,0,0,161,1859249,127,B0144B8PSY,144,POSITIVE
RGCZ4YZO9CFKQ,14217432,B01449TPOY,5,9,9,162,14217432,130,B01449TPOY,145,POSITIVE
R3AF6IX110CJ3V,6078243,B014494TJK,5,0,0,163,6078243,129,B014494TJK,146,POSITIVE
R2FWNC75RHTCZM,2802653,B014494JFY,5,0,0,164,2802653,96,B014494JFY,147,POSITIVE
R3C16MXIX71G6U,17011466,B014494JFY,5,0,0,165,17011466,131,B014494JFY,147,POSITIVE
R1GRUO3SKVIFJR,27615774,B0143TM8HG,3,0,0,166,27615774,132,B0143TM8HG,148,NEUTRAL
R3MLPOMFOWLBNY,3024626,B0143TM8HG,3,0,0,167,3024626,133,B0143TM8HG,148,NEUTRAL
R39QKITM8ZPSU5,30112173,B0143SEO6U,5,0,0,168,30112173,134,B0143SEO6U,149,POSITIVE
R2Q2KPJV1HIEAM,750111,B0143R3YHG,5,2,2,169,750111,135,B0143R3YHG,150,POSITIVE
R1VXMWQUP1JDQS,14292513,B0143R3FK2,5,0,0,170,14292513,136,B0143R3FK2,151,POSITIVE
RW2NODNOTTPXC,43922053,B0143R340I,5,0,0,171,43922053,137,B0143R340I,152,POSITIVE
RRWG9WKEDPD15,12902673,B0143MXS9K,5,6,6,172,12902673,138,B0143MXS9K,153,POSITIVE
RSVQQ4EKROCPZ,23494257,B0143MXS9K,1,0,0,173,23494257,139,B0143MXS9K,153,NEGATIVE
R3U7L7ED33YERX,39251219,B0143MXDNQ,5,2,2,174,39251219,140,B0143MXDNQ,154,POSITIVE
R81C28M70VVHP,19176319,B0143L7C7K,4,0,1,175,19176319,141,B0143L7C7K,155,POSITIVE
R29JQLS1X7720A,28782093,B0143EE5QI,5,0,0,176,28782093,142,B0143EE5QI,156,POSITIVE
R329M0282TSY3F,14526838,B0143E7H6S,5,0,0,177,14526838,143,B0143E7H6S,157,POSITIVE
R19PLVCV7BA1VT,37114649,B014397SGM,5,1,1,178,37114649,144,B014397SGM,158,POSITIVE
R1DIOGS0XD72LE,411718,B014397P24,5,0,0,179,411718,145,B014397P24,159,POSITIVE
RY8ML0JMD2HMG,37114649,B014397P24,5,0,0,180,37114649,144,B014397P24,159,POSITIVE
R2ADSMGVBVVTY3,47587578,B014397ORU,5,0,0,181,47587578,146,B014397ORU,160,POSITIVE
R2I66LIH2LEVN8,79198,B014397ORU,5,0,0,182,79198,147,B014397ORU,160,POSITIVE
R3TFWXINTGR6SL,12821446,B014397ORU,5,0,0,183,12821446,148,B014397ORU,160,POSITIVE
R3HVRT1WLV9R6Q,411718,B014397ORU,5,1,1,184,411718,145,B014397ORU,160,POSITIVE
R29OTPFJ1KRT3T,31049342,B01437SUF2,2,2,3,185,31049342,149,B01437SUF2,161,NEGATIVE
R32KVPLRVZMB6Z,8197176,B014348WW6,5,0,0,186,8197176,150,B014348WW6,162,POSITIVE
R3INP4WIFL58XU,4931797,B0142Y0K1I,3,0,0,187,4931797,151,B0142Y0K1I,163,NEUTRAL
R2R1392EYJFB5K,23575311,B0142NIJ3K,2,0,0,188,23575311,152,B0142NIJ3K,164,NEGATIVE
R521AZLCDRCGX,2111455,B0142BEU9E,4,0,0,189,2111455,153,B0142BEU9E,165,POSITIVE
R2WNH6HFA8BVMF,41915272,B01427DG52,5,0,0,190,41915272,154,B01427DG52,166,POSITIVE
R1OBZ6FOALC7KQ,23817791,B01427DG52,5,0,0,191,23817791,155,B01427DG52,166,POSITIVE
RVDPV6O9PCKQT,14484806,B01427DDXM,5,0,0,192,14484806,156,B01427DDXM,167,POSITIVE
RO8JSI3DLRKGD,12318616,B01427CSJ2,5,0,0,193,12318616,157,B01427CSJ2,168,POSITIVE
R4777WLNLOLTS,16277800,B01427C9BY,5,0,0,194,16277800,158,B01427C9BY,169,POSITIVE
R3TN3S2EZT6V7,107465,B01426NM66,5,0,0,195,107465,159,B01426NM66,170,POSITIVE
RALFVODMPPI3R,27625346,B014237B3E,5,0,1,196,27625346,160,B014237B3E,171,POSITIVE
R1E34SH8D24Y7W,50039344,B01420V714,4,0,0,197,50039344,161,B01420V714,172,POSITIVE
R2S1KG79DH3T1S,22094721,B01420MMH2,4,0,0,198,22094721,162,B01420MMH2,173,POSITIVE
RCEY36SXS6M3O,27625346,B0141Q4C66,5,0,0,199,27625346,160,B0141Q4C66,174,POSITIVE
R1SNEHZQP84EF6,9936627,B0141PJASW,4,0,0,200,9936627,163,B0141PJASW,175,POSITIVE
RKKV349Y6U2YC,1837528,B0141JA0GE,5,1,1,201,1837528,164,B0141JA0GE,176,POSITIVE
RIFHRV2Z9E55Z,23619,B0141FVZNK,5,7,7,202,23619,165,B0141FVZNK,177,POSITIVE
R1RBYZ0S83BCQ,28236740,B0141ENJJY,5,1,2,203,28236740,166,B0141ENJJY,178,POSITIVE
R2NNKCJ16X7MKR,808648,B0141AAA9A,4,0,0,204,808648,167,B0141AAA9A,179,POSITIVE
R2XENR1ZGF3L9M,19685903,B01417SD92,5,0,0,205,19685903,168,B01417SD92,180,POSITIVE
R3P6CYYZG27P2T,14626003,B01417MZG4,5,0,0,206,14626003,169,B01417MZG4,181,POSITIVE
R3BCHELYQ0CHUF,107041,B01411YLLM,5,15,18,207,107041,170,B01411YLLM,182,POSITIVE
RL1L1QKPFMFOZ,25312622,B01411YJ78,1,1,11,208,25312622,171,B01411YJ78,183,NEGATIVE
RW7IKASJOEUDI,1533206,B014110CIS,2,0,0,209,1533206,172,B014110CIS,184,NEGATIVE
RW6QAR2WI80WJ,8130849,B014110CIS,2,0,0,210,8130849,173,B014110CIS,184,NEGATIVE
R23C17JM9H1L90,27625346,B0140XGML8,5,0,0,211,27625346,160,B0140XGML8,185,POSITIVE
R35PT06NWP7LDP,17162238,B0140UFQKE,5,30,32,212,17162238,174,B0140UFQKE,186,POSITIVE
R306TUDCXPP4HZ,12201275,B0140UFIKM,5,2,2,213,12201275,175,B0140UFIKM,187,POSITIVE
R46HY4KRXLE9U,3189743,B0140K61UI,5,0,3,214,3189743,176,B0140K61UI,188,POSITIVE
R34OYQ5XRVRZY,5457331,B0140J8F4Y,5,2,2,215,5457331,177,B0140J8F4Y,189,POSITIVE
R9K5HBL90JFEB,20438284,B0140J8EYA,5,1,1,216,20438284,178,B0140J8EYA,190,POSITIVE
R1JQ70TXQGQ3U7,25259213,B014099Q3I,5,0,0,217,25259213,179,B014099Q3I,191,POSITIVE
R3BVCRKN2N54SC,158829,B01408HCTY,5,4,4,218,158829,180,B01408HCTY,192,POSITIVE
R2QNFVG97A4G5T,29900050,B014062UWU,4,0,0,219,29900050,181,B014062UWU,193,POSITIVE
RTILXGCVDC5FF,34447465,B01400HG9I,3,3,3,220,34447465,182,B01400HG9I,194,NEUTRAL
R26GWUZW22XD2T,23554103,B013ZZGA7S,4,0,0,221,23554103,183,B013ZZGA7S,195,POSITIVE
R3UX4AV8VKUEKC,23554103,B013ZWOYI8,5,3,3,222,23554103,183,B013ZWOYI8,196,POSITIVE
R3O0GFPOV76JIU,50038974,B013ZWOYI8,5,3,3,223,50038974,184,B013ZWOYI8,196,POSITIVE
RN4D7AMIFYOYG,2396310,B013ZTBE8E,5,0,0,224,2396310,83,B013ZTBE8E,197,POSITIVE
R2H4DL4AYBA7BQ,50039344,B013ZFDCTW,4,0,0,225,50039344,161,B013ZFDCTW,198,POSITIVE
R32KDS460FX3V0,50533964,B013Z727DC,1,0,2,226,50533964,185,B013Z727DC,199,NEGATIVE
RZIPLOPXA4HUC,17450265,B013YWCNU0,5,0,0,227,17450265,186,B013YWCNU0,200,POSITIVE
R2XPEAPOH27AR0,52613890,B013YT880W,5,0,0,228,52613890,187,B013YT880W,201,POSITIVE
RILQS8KLCUNEM,23060520,B013YPGTJS,5,4,5,229,23060520,188,B013YPGTJS,202,POSITIVE
RNVW46ZA7C3WT,5270853,B013YN86HS,5,0,1,230,5270853,189,B013YN86HS,203,POSITIVE
R342SFMW71GD2,3520596,B013YKKR8M,5,0,0,231,3520596,190,B013YKKR8M,204,POSITIVE
RCBU19U8TG2KM,2516187,B013YF3VDA,5,0,1,232,2516187,191,B013YF3VDA,205,POSITIVE
R1BVFTJX62AO80,11003977,B013YES5UA,4,1,1,233,11003977,69,B013YES5UA,206,POSITIVE
R3VVB42T426MQW,11003977,B013YERWWW,4,0,0,234,11003977,69,B013YERWWW,207,POSITIVE
R2RPTNPR9NKY14,48584504,B013XZ1SEU,5,0,0,235,48584504,192,B013XZ1SEU,208,POSITIVE
RR3BX15DKVNOZ,21646689,B013XY5IX8,5,0,0,236,21646689,193,B013XY5IX8,209,POSITIVE
R1UXSWTDZEJH00,1733909,B013XXGRRA,1,0,1,237,1733909,194,B013XXGRRA,210,NEGATIVE
REDSWQAHPHT2F,28808218,B013XO4CN0,3,0,1,238,28808218,195,B013XO4CN0,211,NEUTRAL
RL2BR6DGDXMGW,23743300,B013XHIO4A,5,2,4,239,23743300,196,B013XHIO4A,212,POSITIVE
